imdb_id,file_id,language,from_trusted,ai_translated,machine_translated
tt5684550,1174852.0,en,False,False,False
tt2302945,1001306.0,en,False,False,False
tt6517874,1214489.0,en,False,False,False
tt1582519,783900.0,en,True,False,False
tt6682124,7725167.0,en,False,False,True
tt10515954,5031800.0,en,False,False,False
tt1039989,3884086.0,en,True,False,False
tt8622232,6794431.0,en,False,False,False
tt0187351,769822.0,en,False,False,False
tt1245732,137430.0,en,False,False,False
tt3666258,897101.0,en,False,False,False
tt0266712,3655115.0,en,False,False,False
tt2980794,1053407.0,en,False,False,False
tt5278634,1167814.0,en,False,False,False
tt0995840,4260227.0,en,False,False,False
tt5771640,1210142.0,en,False,False,False
tt1537032,89429.0,en,False,False,False
tt7757972,4729534.0,en,False,False,False
tt2522328,1056474.0,en,False,False,False
tt2317103,966414.0,en,False,False,False
tt0225515,16847.0,en,False,False,False
tt1092005,4272550.0,en,False,False,False
tt1857670,4325764.0,en,False,False,False
tt4384242,4556474.0,en,False,False,False
tt10964430,5233272.0,en,False,False,False
tt2334779,4555731.0,en,False,False,False
tt8364128,5059295.0,en,False,False,False
tt1580704,835994.0,en,False,False,False
tt0203289,1487263.0,en,False,False,False
tt6588966,1246117.0,en,False,False,False
tt11102314,6712828.0,en,False,False,False
tt11536276,6566059.0,en,False,False,False
tt6650364,1247347.0,en,False,False,False
tt0329393,3696023.0,en,False,False,False
tt8806546,4970611.0,en,False,False,False
tt3848938,1126775.0,en,False,False,False
tt0414156,7434660.0,en,True,False,False
tt9729774,7258473.0,en,False,False,False
tt0242519,4368756.0,en,False,False,False
tt4219300,1102486.0,en,False,False,False
tt1334254,4316390.0,en,False,False,False
tt0290258,5044519.0,en,False,False,False
tt1830782,1176315.0,en,False,False,False
tt1954206,854573.0,en,False,False,False
tt9602804,6710987.0,en,False,False,False
tt5286444,1153754.0,en,False,False,False
tt4271820,1131031.0,en,False,False,False
tt5309284,7206208.0,en,False,False,False
tt1620907,92307.0,en,False,False,False
tt0115568,845531.0,en,False,False,False
tt1891884,1005571.0,en,False,False,False
tt12934616,6778665.0,en,False,False,False
tt0345177,4626872.0,en,False,False,False
tt0246286,7021016.0,en,False,False,False
tt0408976,680095.0,en,False,False,False
tt0079889,388593.0,en,False,False,False
tt8435324,6741705.0,en,False,False,False
tt1579544,810286.0,en,False,False,False
tt0371746,3867953.0,en,True,False,False
tt4228746,1127127.0,en,False,False,False
tt0060306,7191563.0,en,False,False,False
tt8983164,6744103.0,en,False,False,False
tt9176102,6895814.0,en,False,False,False
tt13912646,6954074.0,en,False,False,False
tt0093578,2851733.0,en,False,False,False
tt2751148,4941791.0,en,False,False,False
tt0464800,3685109.0,en,False,False,False
tt5304172,7190282.0,en,False,False,False
tt2064816,961558.0,en,False,False,False
tt0449306,4092632.0,en,False,False,False
tt0080982,4044223.0,en,False,False,False
tt13507408,7534959.0,en,False,False,False
tt1430096,779881.0,en,False,False,False
tt4701664,3994108.0,en,False,False,False
tt2615584,1005723.0,en,True,False,False
tt3417422,4067873.0,en,True,False,False
tt5050580,5035522.0,en,False,False,False
tt2871010,1103074.0,en,False,False,False
tt1159917,4006255.0,en,False,False,False
tt1455811,762336.0,en,False,False,False
tt10300674,5041413.0,en,False,False,False
tt5709164,1209046.0,en,False,False,False
tt0230055,4368072.0,en,False,False,False
tt0148375,74233.0,en,False,False,False
tt4373886,1154034.0,en,False,False,False
tt1659205,4886307.0,en,True,False,False
tt1038915,4262114.0,en,True,False,False
tt3327442,411576.0,en,False,False,False
tt3142232,1061919.0,en,False,False,False
tt1202517,95150.0,en,False,False,False
tt0451614,7432788.0,en,True,False,False
tt4082068,3975730.0,en,False,False,True
tt0067742,4280805.0,en,False,False,False
tt0831840,3785773.0,en,False,False,False
tt4807830,1216646.0,en,False,False,False
tt8043306,4759109.0,en,True,False,False
tt0289685,5081913.0,en,False,False,False
tt0247911,4290809.0,en,False,False,False
tt0400617,5076849.0,en,False,False,False
tt4865436,116055.0,en,False,False,False
tt0237363,1160857.0,en,False,False,False
tt1451797,134775.0,en,False,False,False
tt0454435,840495.0,en,False,False,False
tt8364356,7199693.0,en,False,False,False
tt0222024,685064.0,en,False,False,False
tt5389902,7690534.0,en,False,False,False
tt1573072,76682.0,en,False,False,False
tt0371922,652897.0,en,False,False,False
tt11138290,6572207.0,en,False,False,False
tt5271442,1180247.0,en,False,False,False
tt1417299,807275.0,en,False,False,False
tt0463345,3695048.0,en,False,False,False
tt1999199,862127.0,en,False,False,False
tt7580994,4762690.0,en,False,False,False
tt1191138,4196956.0,en,False,False,False
tt11718526,6732505.0,en,False,False,False
tt0140399,4191280.0,en,False,False,False
tt1941638,869821.0,en,False,False,False
tt11042658,5138418.0,en,False,False,False
tt6958030,6536625.0,en,False,False,False
tt13802376,6693163.0,en,False,False,False
tt0347416,3536505.0,en,False,False,False
tt0109010,2904490.0,en,False,False,False
tt0371908,7210959.0,en,False,False,False
tt1608777,753314.0,en,False,False,False
tt3284012,2933350.0,en,True,False,False
tt2140371,923987.0,en,False,False,False
tt1704144,4981474.0,en,False,False,False
tt13449672,6860899.0,en,False,False,False
tt0067183,25389.0,en,False,False,False
tt7231546,4976410.0,en,False,False,False
tt0378071,760766.0,en,False,False,False
tt0268146,1194773.0,en,False,False,False
tt6007628,1245523.0,en,False,False,False
tt0222270,4216793.0,en,False,False,False
tt2027125,978600.0,en,False,False,False
tt10515460,7150834.0,en,False,False,False
tt0444840,3696789.0,en,False,False,False
tt7695522,3045994.0,en,False,False,False
tt5438308,1234939.0,en,False,False,False
tt3175888,1119078.0,en,True,False,False
tt6891660,4905716.0,en,False,False,False
tt0102119,781195.0,en,False,False,False
tt4556848,3831734.0,en,False,False,False
tt9915790,7196034.0,en,False,False,False
tt4088588,1171192.0,en,False,False,False
tt8371204,6920520.0,en,False,False,False
tt0284137,4559844.0,en,False,False,False
tt7415646,5014794.0,en,False,False,False
tt7470414,4218101.0,en,False,False,False
tt0368196,7207968.0,en,False,False,False
tt11385128,6601112.0,en,False,False,False
tt0290689,7198773.0,en,False,False,False
tt1538210,4406176.0,en,False,False,False
tt1185256,4208410.0,en,True,False,False
tt13428402,6814698.0,en,False,False,False
tt0089610,4551687.0,en,False,False,False
tt1918927,4414866.0,en,False,False,False
tt1166100,4319703.0,en,False,False,False
tt0414714,2988.0,en,False,False,False
tt0091578,122149.0,en,False,False,False
tt1024943,3789698.0,en,False,False,False
tt7850980,1250121.0,en,False,False,False
tt0063533,7471454.0,en,False,False,False
tt2034011,840118.0,en,False,False,False
tt4070722,7655654.0,en,False,False,False
tt7963996,4941485.0,en,False,False,False
tt7180544,3158832.0,en,False,False,False
tt0976026,3965402.0,en,False,False,False
tt9165458,5010293.0,en,False,False,False
tt0139047,6953746.0,en,False,False,False
tt0064086,5210130.0,en,False,False,False
tt10098288,6769992.0,en,False,False,False
tt5775220,1204655.0,en,False,False,False
tt0137361,6712155.0,en,False,False,False
tt0206020,4273211.0,en,False,False,False
tt1454012,824725.0,en,False,False,False
tt4386684,1190175.0,en,False,False,False
tt1627924,838513.0,en,False,False,False
tt0402606,683173.0,en,False,False,False
tt0352732,4098179.0,en,False,False,False
tt0053626,3848836.0,en,False,False,False
tt9320226,6919424.0,en,False,False,False
tt0468094,3209337.0,en,False,False,False
tt11963736,7191473.0,en,False,False,False
tt0435079,753018.0,en,False,False,False
tt7946836,4687509.0,en,False,False,False
tt0054098,127677.0,en,False,False,False
tt13959362,6755348.0,en,False,False,False
tt0063023,3682400.0,en,False,False,False
tt0248617,4588006.0,en,False,False,False
tt10334624,5101617.0,en,False,False,False
tt0430381,680356.0,en,False,False,False
tt9680136,5211375.0,en,False,False,False
tt2176013,4549233.0,en,True,False,False
tt10692228,6572403.0,en,False,False,False
tt0872190,3961438.0,en,False,False,False
tt6076366,1180181.0,en,False,False,False
tt0248185,4521958.0,en,False,False,False
tt7430722,5134110.0,en,False,False,False
tt9575388,4969232.0,en,False,False,False
tt2814372,993736.0,en,False,False,False
tt13967988,6762750.0,en,False,False,False
tt2469980,979655.0,en,False,False,False
tt3040964,1411952.0,en,False,False,False
tt4467202,4213436.0,en,False,False,False
tt11497402,5201589.0,en,False,False,False
tt1964837,981237.0,en,False,False,False
tt0079749,3540915.0,en,False,False,False
tt5613834,1214671.0,en,False,False,False
tt3004774,4877706.0,en,False,False,False
tt0268631,836091.0,en,False,False,False
tt0079584,831258.0,en,False,False,False
tt0153545,664666.0,en,False,False,False
tt7705790,1249957.0,en,False,False,False
tt5716976,3551740.0,en,False,False,False
tt6940696,5190056.0,en,False,False,False
tt2437954,1031401.0,en,False,False,False
tt0409527,687832.0,en,False,False,False
tt7711342,1248592.0,en,False,False,False
tt0133024,2877095.0,en,False,False,False
tt3399462,1104683.0,en,False,False,False
tt0497915,50434.0,en,False,False,False
tt6594758,4876044.0,en,False,False,False
tt7335176,7003702.0,en,False,False,False
tt5234694,3539874.0,en,False,False,False
tt1190894,755071.0,en,False,False,False
tt5638500,3714255.0,en,False,False,False
tt4692368,6946299.0,en,False,False,False
tt2612156,1190714.0,en,False,False,False
tt0352314,2962397.0,en,False,False,False
tt1176911,808634.0,en,False,False,False
tt1848771,4130397.0,en,False,False,False
tt11142762,6756508.0,en,True,False,False
tt1501298,865800.0,en,False,False,False
tt0095936,3275234.0,en,False,False,False
tt5050574,7124698.0,en,False,False,False
tt10235600,6961427.0,en,False,False,False
tt0071083,4597362.0,en,False,False,False
tt6139026,7187085.0,en,False,False,False
tt1242843,4205384.0,en,True,False,False
tt1830786,841414.0,en,False,False,False
tt3044882,996229.0,en,False,False,False
tt0139635,7190727.0,en,False,False,False
tt3495030,1116523.0,en,False,False,False
tt10773124,7506471.0,en,False,False,False
tt5050572,6969167.0,en,False,False,False
tt0246567,4715297.0,en,False,False,False
tt1806959,792642.0,en,False,False,False
tt0106204,981812.0,en,False,False,False
tt5857968,1171458.0,en,False,False,False
tt1095421,1187755.0,en,False,False,False
tt0088907,7476901.0,en,False,False,False
tt9176296,6605544.0,en,False,False,False
tt10916120,5221355.0,en,False,False,False
tt2408040,1002570.0,en,False,False,False
tt0139548,7207985.0,en,False,False,False
tt0122427,4288758.0,en,False,False,False
tt0099429,4217896.0,en,False,False,False
tt0341455,800674.0,en,False,False,False
tt4190220,1155014.0,en,False,False,False
tt0995823,3821591.0,en,True,False,False
tt8489916,5189382.0,en,False,False,False
tt10834046,5029230.0,en,False,False,False
tt0067252,1131460.0,en,False,False,False
tt2210657,1010839.0,en,False,False,False
tt0250467,1022274.0,en,False,False,False
tt11230868,5273546.0,en,False,False,False
tt11506054,5346764.0,en,False,False,False
tt2552412,1001189.0,en,False,False,False
tt0249188,4205383.0,en,False,False,False
tt1183946,4057894.0,en,False,False,False
tt8060604,4021724.0,en,False,False,False
tt7322850,1225390.0,en,False,False,False
tt2786278,4787049.0,en,False,False,False
tt1877691,842215.0,en,False,False,False
tt4697026,1209901.0,en,False,False,False
tt4678788,1142892.0,en,False,False,False
tt0315632,634830.0,en,False,False,False
tt2648034,975336.0,en,False,False,False
tt1904861,832176.0,en,False,False,False
tt13773882,6965804.0,en,False,False,False
tt8108208,4945413.0,en,False,False,False
tt0376076,3574215.0,en,False,False,False
tt1720254,805341.0,en,False,False,False
tt3477214,4248398.0,en,False,False,False
tt7822454,4894526.0,en,False,False,False
tt0052154,7287262.0,en,False,False,False
tt3696192,4044934.0,en,False,False,False
tt13103212,6762498.0,en,False,False,False
tt1176960,4131967.0,en,False,False,False
tt2126282,3892504.0,en,False,False,False
tt11122324,5104843.0,en,False,False,False
tt1758795,985420.0,en,False,False,False
tt0206067,822648.0,en,False,False,False
tt2855648,997791.0,en,False,False,False
tt0843335,4235036.0,en,False,False,False
tt0234724,883554.0,en,False,False,False
tt1907761,811158.0,en,False,False,False
tt8269204,4905378.0,en,False,False,False
tt1954598,854004.0,en,False,False,False
tt4087770,7065838.0,en,False,False,False
tt11433696,6818338.0,en,False,False,False
tt9430780,6728784.0,en,False,False,False
tt8956398,5026154.0,en,False,False,False
tt0323675,855745.0,en,False,False,False
tt1855268,4258984.0,en,False,False,False
tt2571022,7747141.0,en,False,False,False
tt7539190,3682804.0,en,False,False,False
tt1667076,4539937.0,en,False,False,False
tt0054059,7198752.0,en,False,False,False
tt0455663,4155750.0,en,False,False,False
tt1020899,7160269.0,en,False,False,False
tt1667838,759913.0,en,False,False,False
tt0456643,4330703.0,en,False,False,False
tt8080982,6643250.0,en,False,False,False
tt0928194,4196961.0,en,False,False,False
tt0320421,7582110.0,en,False,False,False
tt2146836,937986.0,en,False,False,False
tt0055055,3551879.0,en,False,False,False
tt13449672,6860899.0,en,False,False,False
tt10275440,5027680.0,en,False,False,False
tt0361411,375495.0,en,False,False,False
tt4851630,2767752.0,en,False,False,False
tt1877589,4346050.0,en,False,False,False
tt0069737,3835381.0,en,False,False,False
tt3177630,6964710.0,en,True,False,False
tt0138315,7249529.0,en,False,False,False
tt0166175,4660785.0,en,False,False,False
tt10623524,6998848.0,en,False,False,False
tt5655954,1172210.0,en,False,False,False
tt2667690,1004885.0,en,False,False,False
tt4110568,1130994.0,en,False,False,False
tt2258337,919303.0,en,False,False,False
tt0320421,7582110.0,en,False,False,False
tt7387300,4930110.0,en,False,False,False
tt12867832,5363474.0,en,False,False,False
tt6346954,1187273.0,en,False,False,False
tt3885714,1114719.0,en,False,False,False
tt0439662,3202910.0,en,False,False,False
tt0059417,3699465.0,en,False,False,False
tt0107376,1486140.0,en,False,False,False
tt0886539,4337882.0,en,False,False,False
tt9319884,5132657.0,en,False,False,False
tt0260077,7278851.0,en,False,False,False
tt7748478,4728929.0,en,False,False,False
tt0176012,7704328.0,en,False,False,False
tt0409724,684063.0,en,False,False,False
tt0326745,1950.0,en,False,False,False
tt7997932,4737185.0,en,False,False,False
tt11866518,7250908.0,en,False,False,False
tt5565670,1179569.0,en,False,False,False
tt5178278,1151483.0,en,False,False,False
tt0367495,4097814.0,en,False,False,False
tt9648792,6561686.0,en,False,False,False
tt2187972,913680.0,en,False,False,False
tt8185094,6485817.0,en,False,False,False
tt1305803,14901.0,en,False,False,False
tt0780046,4589178.0,en,False,False,False
tt5914668,1237144.0,en,False,False,True
tt1725795,899584.0,en,False,False,False
tt1573482,4405906.0,en,False,False,False
tt9877340,5232999.0,en,False,False,False
tt0366840,3747178.0,en,False,False,False
tt1754137,5061603.0,en,False,False,False
tt0200087,2929993.0,en,False,False,False
tt0441048,4579045.0,en,True,False,False
tt0299108,4372640.0,en,False,False,False
tt7943424,7688229.0,en,False,False,False
tt2417560,1078659.0,en,False,False,False
tt6246170,4953051.0,en,False,False,False
tt5764096,1193470.0,en,False,False,False
tt7071382,4723259.0,en,False,False,False
tt1034053,4527207.0,en,False,False,False
tt4169250,1172596.0,en,False,False,False
tt6158872,1178945.0,en,False,False,False
tt8188872,4779593.0,en,False,False,False
tt4378690,5363550.0,en,False,False,False
tt10551108,6639219.0,en,False,False,False
tt9670480,5093183.0,en,False,False,False
tt3422462,4197827.0,en,False,False,False
tt0211126,4364416.0,en,False,False,False
tt1242843,4205384.0,en,True,False,False
tt4683366,1490000.0,en,False,False,False
tt7580570,5214623.0,en,False,False,False
tt5465370,1171888.0,en,False,False,False
tt9264336,6558548.0,en,False,False,False
tt2571022,7747141.0,en,False,False,False
tt9766280,5211914.0,en,False,False,False
tt1980970,4195000.0,en,False,False,False
tt13330846,6970085.0,en,False,False,False
tt0290685,4093907.0,en,False,False,False
tt1629295,4542531.0,en,False,False,False
tt10869474,6537263.0,en,False,False,False
tt3681460,4751469.0,en,False,False,True
tt1610452,783881.0,en,False,False,False
tt2347289,3925815.0,en,False,False,False
tt0125556,5087106.0,en,False,False,False
tt0102142,428627.0,en,False,False,False
tt1579806,137009.0,en,False,False,False
tt0249336,807103.0,en,False,False,False
tt1609168,54136.0,en,False,False,True
tt3709344,1075729.0,en,False,False,False
tt1512888,21962.0,en,False,False,False
tt8992946,7097312.0,en,False,False,False
tt10064270,5044216.0,en,False,False,False
tt11688770,6652848.0,en,True,False,False
tt13087958,6616084.0,en,False,False,False
tt10551108,6639219.0,en,False,False,False
tt2257284,5182153.0,en,False,False,False
tt0104561,809287.0,en,False,False,False
tt7853242,1241463.0,en,False,False,False
tt6514218,5043942.0,en,False,False,False
tt0758053,3796151.0,en,True,False,False
tt9675464,5044651.0,en,False,False,False
tt0244430,7471450.0,en,False,False,False
tt2330098,1209641.0,en,False,False,False
tt0245825,4289612.0,en,False,False,False
tt6734886,1203122.0,en,False,False,False
tt3803860,4197886.0,en,False,False,False
tt0050956,1189529.0,en,False,False,False
tt0808306,4154229.0,en,False,False,False
tt2342227,961972.0,en,False,False,False
tt0315777,6661126.0,en,False,False,False
tt0157845,7281869.0,en,False,False,False
tt1821700,1031470.0,en,False,False,False
tt3557964,1103227.0,en,False,False,False
tt9110380,7196312.0,en,False,False,False
tt5701172,1198358.0,en,False,False,False
tt10687070,6795582.0,en,False,False,False
tt4489078,7061746.0,en,False,False,False
tt0157524,7238523.0,en,False,False,False
tt0356982,4154893.0,en,False,False,False
tt9614460,5212977.0,en,False,False,False
tt0378364,7388016.0,en,False,False,False
tt2746136,974078.0,en,False,False,False
tt2960628,5235501.0,en,False,False,False
tt4814290,1161356.0,en,False,False,False
tt9615016,4907912.0,en,False,False,False
tt0437084,7275096.0,en,False,False,False
tt2316756,935972.0,en,False,False,False
tt4338154,1110473.0,en,False,False,False
tt0313395,657071.0,en,False,False,False
tt1278447,42500.0,en,False,False,False
tt9526826,5182650.0,en,False,False,False
tt0443331,763966.0,en,False,False,False
tt6971752,1220815.0,en,False,False,False
tt0056537,3558883.0,en,False,False,False
tt0380366,4602783.0,en,False,False,False
tt0214314,3851415.0,en,False,False,False
tt10348516,4997526.0,en,False,False,False
tt12871140,5364415.0,en,False,False,False
tt4974192,1150231.0,en,False,False,False
tt3341582,1155836.0,en,False,False,False
tt0442855,4192633.0,en,False,False,False
tt0408837,4271571.0,en,False,False,False
tt1286766,890364.0,en,False,False,False
tt0190865,388341.0,en,False,False,False
tt0214841,4242607.0,en,False,False,False
tt6514010,3782077.0,en,False,False,False
tt1725798,849920.0,en,False,False,False
tt10692888,6986767.0,en,False,False,False
tt0467628,3918492.0,en,False,False,False
tt13802376,6693163.0,en,False,False,False
tt11497346,5214746.0,en,False,False,False
tt0088227,7744123.0,en,False,False,False
tt0366304,3966281.0,en,False,False,False
tt7128254,1237463.0,en,False,False,False
tt0056805,7471409.0,en,False,False,False
tt5537724,1172540.0,en,False,False,False
tt0885398,4154870.0,en,False,False,False
tt0824316,4002763.0,en,False,False,False
tt0074730,4209685.0,en,False,False,False
tt0233264,7432814.0,en,True,False,False
tt0053999,1018742.0,en,False,False,False
tt9886872,6571925.0,en,False,False,False
tt8303612,5182719.0,en,False,False,False
tt1612611,49319.0,en,False,False,False
tt0871510,3978618.0,en,False,False,False
tt2806788,982331.0,en,False,False,False
tt1843335,5234447.0,en,False,False,False
tt0300028,24654.0,en,False,False,False
tt2556308,1069696.0,en,False,False,False
tt9109794,5015061.0,en,False,False,False
tt0311594,3780163.0,en,False,False,False
tt1388903,39273.0,en,False,False,False
tt0871012,4091798.0,en,False,False,False
tt8647400,5015824.0,en,False,False,False
tt0362696,652121.0,en,False,False,False
tt11234252,5211024.0,en,False,False,False
tt0055508,2145696.0,en,False,False,False
tt0054059,7198752.0,en,False,False,False
tt2440354,4597441.0,en,False,False,False
tt5673792,1157186.0,en,False,False,False
tt2265381,898166.0,en,False,False,False
tt1753640,779279.0,en,False,False,False
tt10995146,5208239.0,en,False,False,False
tt3153580,1162260.0,en,False,False,False
tt1980970,4195000.0,en,False,False,False
tt0372038,7213465.0,en,False,False,False
tt0464105,3519940.0,en,False,False,False
tt0230913,7155916.0,en,False,False,False
tt13334932,7011439.0,en,False,False,False
tt2075108,896766.0,en,False,False,False
tt0096390,4059639.0,en,False,False,False
tt0234542,14008.0,en,False,False,False
tt1582478,880647.0,en,False,False,False
tt0795434,3871349.0,en,False,False,False
tt1105721,6495232.0,en,False,False,False
tt0232155,7209355.0,en,False,False,False
tt1613097,7471394.0,en,False,False,False
tt1649760,773823.0,en,False,False,False
tt0067546,816678.0,en,False,False,False
tt2777548,1193667.0,en,False,False,False
tt8907992,6730740.0,en,True,False,False
tt5867800,1238789.0,en,False,False,False
tt2585562,1141217.0,en,False,False,False
tt0079614,7143481.0,en,False,False,False
tt2357926,984587.0,en,False,False,False
tt0270219,7505990.0,en,False,False,False
tt12788490,7650800.0,en,True,False,False
tt2362778,972609.0,en,False,False,False
tt12929738,6962654.0,en,False,False,False
tt6199580,3875010.0,en,False,False,False
tt3595298,4061057.0,en,False,False,False
tt0451983,4525858.0,en,False,False,False
tt0113526,3264028.0,en,False,False,False
tt0289845,4059091.0,en,False,False,False
tt3859980,1121219.0,en,False,False,False
tt0085361,818802.0,en,False,False,False
tt0250465,757029.0,en,False,False,False
tt0057699,7016722.0,en,False,False,False
tt0045467,7217723.0,en,False,False,False
tt1471247,4403803.0,en,False,False,False
tt1649760,773823.0,en,False,False,False
tt7297966,4792786.0,en,False,False,False
tt1714866,976204.0,en,False,False,False
tt0245803,322531.0,en,False,False,False
tt0051117,7211628.0,en,False,False,False
tt10768678,5036826.0,en,False,False,False
tt1629241,781818.0,en,False,False,False
tt1867070,4539701.0,en,False,False,False
tt1783411,827937.0,en,True,False,False
tt5629186,3540860.0,en,False,False,False
tt0415908,237631.0,en,False,False,False
tt0102148,3828622.0,en,False,False,False
tt1065099,3813303.0,en,True,False,False
tt5959980,4756863.0,en,False,False,False
tt4928536,3538856.0,en,False,False,False
tt0457391,7679457.0,en,False,False,False
tt3177332,1004897.0,en,False,False,False
tt8176146,4897676.0,en,False,False,False
tt2112978,3692307.0,en,False,False,False
tt5762190,1186553.0,en,False,False,False
tt1029231,1007181.0,en,False,False,False
tt0787524,3220692.0,en,True,False,False
tt0296574,775049.0,en,True,False,False
tt0079963,3846050.0,en,True,False,False
tt1629715,2517646.0,en,False,False,False
tt6185674,1239826.0,en,False,False,False
tt11779668,7510498.0,en,True,False,False
tt8094272,5214620.0,en,False,False,False
tt1570417,131724.0,en,False,False,False
tt3164774,6629922.0,en,False,False,False
tt0348172,683584.0,en,False,False,False
tt0430202,1199458.0,en,False,False,False
tt11800272,6805179.0,en,False,False,False
tt0172761,4156782.0,en,False,False,False
tt0378820,7200551.0,en,False,False,False
tt3425108,1059771.0,en,False,False,False
tt3622658,7581136.0,en,False,False,False
tt0340122,911484.0,en,True,False,False
tt9274994,5180926.0,en,False,False,False
tt2675978,1042573.0,en,False,False,False
tt1292703,4323872.0,en,False,False,False
tt2002742,888185.0,en,False,False,False
tt2032557,980994.0,en,False,False,False
tt1503179,6936853.0,en,False,False,False
tt1135931,5235593.0,en,False,False,False
tt1961530,846648.0,en,False,False,False
tt0078418,3801889.0,en,False,False,False
tt0366928,682268.0,en,False,False,False
tt1147524,5052228.0,en,False,False,False
tt1582601,827940.0,en,False,False,False
tt10958336,5121330.0,en,False,False,False
tt1365500,856925.0,en,False,False,False
tt0213773,678953.0,en,False,False,False
tt0432090,755794.0,en,False,False,False
tt6346982,5189042.0,en,False,False,False
tt0268585,6967383.0,en,False,False,False
tt1869226,3794309.0,en,False,False,False
tt7521384,5208539.0,en,False,False,False
tt0149568,3550594.0,en,False,False,False
tt0451824,707918.0,en,False,False,False
tt6120548,1217103.0,en,False,False,False
tt0457875,1492386.0,en,False,False,False
tt3407604,1211337.0,en,False,False,False
tt2928360,4090818.0,en,False,False,False
tt1605778,87624.0,en,False,False,False
tt2357489,813937.0,en,False,False,False
tt13428402,6814698.0,en,False,False,False
tt0250422,88663.0,en,False,False,False
tt2560016,958179.0,en,False,False,False
tt6078866,4796298.0,en,True,False,False
tt1606162,387293.0,en,False,False,False
tt1891757,842075.0,en,False,False,False
tt0087328,3147140.0,en,False,False,False
tt0055035,4329142.0,en,False,False,False
tt3447364,1131774.0,en,True,False,False
tt3006508,1155798.0,en,False,False,False
tt4864932,1156959.0,en,False,False,False
tt11651796,6647611.0,en,False,False,False
tt6567708,5214618.0,en,False,False,False
tt9633480,6775086.0,en,False,False,False
tt5475470,3542378.0,en,False,False,False
tt9239882,5027679.0,en,False,False,False
tt1210817,879206.0,en,False,False,False
tt9081418,7197305.0,en,False,False,False
tt4328934,1219744.0,en,False,False,False
tt13206926,6767290.0,en,False,False,False
tt3155922,1031351.0,en,False,False,False
tt1603362,3957418.0,en,False,False,False
tt2309987,890065.0,en,False,False,False
tt0379250,7432807.0,en,True,False,False
tt3051894,1119708.0,en,False,False,False
tt6697508,6907730.0,en,False,False,False
tt10789322,5227356.0,en,False,False,False
tt0858492,75839.0,en,False,False,False
tt5506368,3541064.0,en,False,False,False
tt10299842,7729685.0,en,False,False,False
tt2385104,990045.0,en,True,False,False
tt8023734,3860954.0,en,False,False,False
tt0173080,7551013.0,en,False,False,False
tt1200065,4197323.0,en,False,False,False
tt2137064,861067.0,en,False,False,False
tt5959700,1175305.0,en,False,False,False
tt1714832,781857.0,en,False,False,False
tt0078418,3801889.0,en,False,False,False
tt0310254,852874.0,en,False,False,False
tt3547616,3775616.0,en,False,False,False
tt2077833,894361.0,en,True,False,False
tt0234701,7421230.0,en,False,False,False
tt0907618,4002914.0,en,False,False,False
tt0083248,3585658.0,en,False,False,False
tt12527188,5309091.0,en,False,False,True
tt0457802,3760013.0,en,False,False,False
tt1396208,783033.0,en,False,False,False
tt0258490,7558186.0,en,False,False,False
tt2976172,1002922.0,en,False,False,False
tt0364647,4588132.0,en,False,False,False
tt0390666,7437616.0,en,True,False,False
tt0248934,6641833.0,en,False,False,False
tt0489486,3918301.0,en,False,False,False
